id,timestamp,user_screen_name,user_name,retweets,favorites,State,text,polarity
5.79E+17,19/3/2015 21:33,1683652417,???? ?????,0,1,Selangor,NAnti  keranaa gst. Aq duduk je univrsiti. Balik 2 kali satu sem. CUKUP --',Negative
5.79E+17,19/3/2015 21:37,368287328,.,0,0,Selangor,Apasal laa x tanya kat en.hasyim tu  apa penambah baik ktm selaras dgn kenaikan harga p.transport sbb gst..,Neutral
5.79E+17,19/3/2015 21:38,216953519,Cik Pika,1,0,Selangor,Yang Dikecualikan GST  tapi sembang. Anjink _ _ pic.twitter.com/JC7MYbjT9v,Negative
5.79E+17,19/3/2015 21:53,2534672011,Syukran,0,0,Selangor,dgr kata lepas gst harga barang turun 40%..bestnya duk malaysia ni..hari2 kene tipu !!,Negative
9.04E+17,19/3/2015 21:53,1472416429,TAUFIQ,0,2,Johor,GST inilah malaysia. ,Neutral
9.04E+17,19/3/2015 21:54,589305704,Iwan,0,0,Johor,kalah sia gst Malaysia.. Dasar BN,Negative
5.79E+17,19/3/2015 21:54,2402859584,ABM63,0,0,Selangor,Kerajaan...bila gst...mesti dilaksanakan Hukum hudud..minta tangguh..luar islam.. Dlm belum tentu Islam..sbb bkn org2 beriman...,Negative
5.79E+17,19/3/2015 21:55,555080687,Budak Nakal,2,1,Selangor,punca najib lah habes smue kecoh pasal gst,Negative
9.04E+17,19/3/2015 21:55,7.24E+17,izzat fathi,0,1,Johor,kt malaysia   kau naikkan segala bnde  tak ckup kau naikkan kau tmbh pula gst  kau tak kesian ke dekat rakyat yg undi kau,Negative
9.03E+17,19/3/2015 22:00,4802901914,Aiman,0,2,Johor,Lepas abis perlawanan satu pos mortem telah dibuat dan merumuskan kekalahan malaysia kpd thailand adalah kerana GST( Golkeeper Salah Tumbuk,Neutral
5.79E+17,19/3/2015 22:00,73613327,Era,0,1,Selangor,Gst gst gst nasib baik i dah nak kerja ,Positive
5.79E+17,19/3/2015 22:01,2334442694,ereen,0,0,Selangor,@zatilamirah kan .fed up ah .teksi sni cekik darah btol .xkena gst tp naik .dh la mmg mahal naik pulak tmbg lg ah .sakit weh ,Negative
5.78E+17,19/3/2015 22:05,1568410243,Liailai,0,1,Selangor,BODOH GILA GST,Negative
9.03E+17,19/3/2015 22:05,8.97E+17,JOHN5661,0,0,Johor,Tahniah Malaysia DSNR  semoga dapat dihapuskan GST.,Negative
9.05E+17,19/3/2015 22:13,2960293604,HAFIZ,1,2,Johor,Sebelum ini tidak ada gst malaysia membangun juga?..,Negative
5.81E+17,19/3/2015 22:13,315580713,phna,0,0,Selangor,YANG PENTING SEMALAM USTAZ TU TAKJAWAB SOALAN PASAL GST AKU. TAK ITU PENTING JUGAK DAH KITA SEMUA PATUT MOVE ON PASAL GST,Positive
5.79E+17,19/3/2015 22:18,375156846,i_am_Shafiqsam,1,0,Selangor,"@malaysian_gags: Kenapa anak Najib kahwin 28 Mac ni? pic.twitter.com/qyt1Hus8Xz"""" beliau pun tak nak gst. Haih sape punya idea lah ni.",Negative
5.79E+17,19/3/2015 22:27,893671190,FAEZ MANSUR zFael,0,0,Selangor,@_notfamej pandai dia kahwinkan anak sebelum GST ,Negative
5.79E+17,19/3/2015 22:34,210285512,ni$h,26,11,Selangor,Serious aku harap markah SPM kita nanti tambah 6% sebab GST ,Negative
5.80E+17,19/3/2015 22:41,415760147,ahmad syazwan,2,1,Selangor,Mohon gst lepas naikkan harga brang naikkan elaun sekali,Negative
9.04E+17,19/3/2015 22:41,7.06E+17,BangsaM,0,0,Johor,KUTIP GST   BAYAR 1MDB . BAGI BR1M   MINYAK NAIK  Hakikatnya hutang tak turun2  *Bersyukur malaysia masih aman !,Negative
5.79E+17,19/3/2015 23:03,215572469,Avalanche,0,1,Selangor,@ShadaShidot aircond pon dah ade gst. Tak mampu nak beli. Haha,Negative
5.79E+17,19/3/2015 23:03,722509632,alelep,2,2,Selangor,"@mhz1404: Tudung yang tak kena GST tu pun ramai tak nak pakai. Dalam kedalaman.""""power ah bang",Neutral
5.79E+17,19/3/2015 23:04,1614762818,? ????? ?|t?��? ?,0,0,Selangor,@AmSyWinchester eleyhh mirul kann mampu   takat gst ape lahhh sangatt .,Neutral
5.79E+17,19/3/2015 23:08,1885759802,~Unknown~,0,0,Selangor,@ajamayleen dah xley lepak sama la.. semua benda gst.. huhu,Negative
5.80E+17,19/3/2015 23:19,623802494,Mohd Arif Juhani,0,0,Selangor,Demo dan tangkapan GST hari ini adalah helah Pakatan Rakyat untuk alih isu Hudud. RT kalau setuju. Lol,Neutral
9.04E+17,19/3/2015 23:19,274511067,ai'shah anwar,0,2,Johor,hasil GST kerajaan dio umum setiap bulan dan ke mana duit tu digunakan. Ambo pilih duk di Malaysia.,Positive
9.05E+17,19/3/2015 23:20,437355042,umrmfz_,0,0,Johor,gst malaysia nampak sgt mcm ada udang sebalik batu huhuu,Negative
5.79E+17,19/3/2015 23:20,360535054,Ocelot,1,1,Selangor,Gua masih tk phm pelesit2 yg kata harga pengangkutan awam naik walaupun gst kata tak. SPAD yg naikkan harga tambang,Positive
5.79E+17,19/3/2015 23:25,253919871,Ahmad Bing,0,0,Selangor,Get this,Neutral
5.79E+17,19/3/2015 23:28,360535054,Ocelot,1,0,Selangor,Kerajaan janjikan harga tambang tak naik lepas gst. Gst 1 April ni. Harga naik sekarang. Meroyan tk tentu hala la.,Negative
5.79E+17,19/3/2015 23:28,390117336,Safiq Fikri,0,0,Selangor,@aizashraf gst ? Fck off   i dont use toll,Negative
9.06E+17,19/3/2015 23:28,170295327,life is cringe,0,0,Johor,Sudah terlambat  harga brg semakin naik selepas gst dilaksanaan  dan skrng mahu naikkan lagi jika gst dibubarkn? RIP malaysia,Neutral
5.79E+17,19/3/2015 23:40,1966484149,Ezekiel,0,1,Perlis,Alhamdulillah Malaysia masih aman walaupun rakyat dok sebuk protes pasal GST...GST jee...keamanan tu yg penting...,Positive
5.79E+17,19/3/2015 23:51,1542293516,b?,0,2,Selangor,"@AsyrafRosdy: """"Awak ni GST betul la"""" """"Eh  apa yang GST nya?"""" """"Geram Saya Tengok"""""""" @aimanzaid1",Negative
5.79E+17,20/3/2015 0:20,43387220,Lord Kelvin,0,0,Selangor,@WakeUpMalaya kos pengangkutan awam ni ckp tak ada gst? Asal tetiba nak naikkan?,Negative
5.79E+17,20/3/2015 0:25,2770874036,mel,0,0,Selangor,@Aiman_Farhan21 hahahahahhahahahahahha sayur-sayuran dan buah-buahan mana kena gst . So bruhh bolehlah buka kilang strawberry hahahahha,Negative
5.79E+17,20/3/2015 0:27,423153535,ay ev,0,0,Selangor,?@shaqilaroslane: gst taik kucing dia? keep moving sayang,Negative
5.79E+17,20/3/2015 0:37,266624436,brownBODY,0,0,Selangor,Topup ad GST like sriously ke,Negative
5.79E+17,20/3/2015 0:40,44608486,kudozubaik,0,0,Selangor,3) sekiranya dinasihatkan agar jangan membazir semasa YES yang lepas  adakah perkara yg sama juga utk jualan pre GST,Neutral
9.06E+17,20/3/2015 0:40,126558789,Aphrodite,0,0,Johor,Itu bukti rakyat Malaysia kaya2. Siapa kata GST membebankan? Kalau membebankan  mesti rakyat Malaysia tk berbelanja,Positive
5.79E+17,20/3/2015 0:59,1552773110,KAYREL GHADZALI,0,1,Selangor,Iklan pasal GST..langsung aq x pham.....wehhhh pebnde tuh..eak,Negative
9.08E+17,20/3/2015 0:59,2309610343,Iman.,0,1,Johor,Rakyat malaysia semuanya dah kaya.. Buat apa nak kerja lagi. Minyak naik ok je. GST ok je. Semuanya oklah. Hujung bulan ikatlah perut..,Positive
5.78E+17,20/3/2015 1:07,65864266,Mamduh | Saffin,2,0,Selangor,Oh my gst   hanya beberapa hari lagi,Negative
9.08E+17,20/3/2015 1:07,990890156,Sham Ridzuan,0,0,Johor,Owh. I gat ko duk luar negara. tapi tu la. org singapore pun berbelanja kat malaysia kan. dan singapore pun ada GST. lagi tinggi dr Malaysia,Positive
5.78E+17,20/3/2015 1:20,1634392238,Izzatul Nazmeen,1,0,Selangor,Padiaaa..penerbangan domestik pon kena GST pahal..jgn la nanti nak masuk jamban pon kena GST  Only In Malaysia ,Negative
9.08E+17,20/3/2015 1:20,9.00E+17,ALG PKBBM / RLF N9,0,4,Johor,betoi tu rocky labu  hambu setuju dgn tuan hamba  minyak mahal  GST LG  MAMPOS JD RAKYAT MALAYSIA,Negative
9.08E+17,20/3/2015 1:25,401904317,klseklse,0,0,Johor,Apa mau Malaysia beli lagi? Rakyat akan lagi suka GST,Negative
5.78E+17,20/3/2015 1:25,2904212594,amar alif,0,2,Selangor,gst,Neutral
5.78E+17,20/3/2015 2:01,267801903,????,0,1,Selangor,"gst boleh je buat  hukum Allah?...""""",Negative
9.08E+17,20/3/2015 2:01,269106508,Bangjam??�,0,0,Johor,itu harga jual kat luar bang. malaysia ada cukai banyak selain gst tu.,Negative
5.79E+17,20/3/2015 2:07,69574246,Ayah Goreng Spicy,1,0,Selangor,Kata GST harga tiket bas tak naik  Harga naik sebelum GST. Hahahahaha #pantunduakerat #GST #legit,Negative
5.78E+17,20/3/2015 3:00,2484566281,habib,0,0,Selangor,beli mentol moto ponn kena gst dunia dunia hahah,Negative
9.08E+17,20/3/2015 3:00,953623862,Yusuf,0,0,Johor,Tamparan GST terasa pahitnya  terima kasih kerajaan Malaysia,Negative
5.78E+17,20/3/2015 3:43,246116656,Hazeem Noor Fitri,1,1,Selangor,"selepas GST  aku syak rakyat Malaysia bertambah-tambah """"bodoh"""" dia..",Negative
9.10E+17,20/3/2015 3:43,844949846,sitisaerah,0,0,Johor,Subsidy & pemansuhan gst hanya utk rakyat malaysia sahaja dgn menggunakan scan ic + cap jari ketika membuat transaksi....,Positive
5.79E+17,20/3/2015 7:15,246086219,Mohamad Azri Ma'on,0,0,Johor,@RTM_Malaysia @eddydaud ron97 kena gst? Mmg bijak,Negative
5.79E+17,20/3/2015 7:44,2296209030,Mohamad Shukry,5,2,Johor,Selamat pagi Malaysia  selamat menikmati kenaikan tambang pengangkutan awam dan selamat datang GST,Negative
9.10E+17,20/3/2015 7:44,1734954912,ika shahirah,0,0,Johor,And lg satu . Apps sephora tu dari malaysia .tp brg dri sephora sngapore .So mmg xde caj GST .tak caye g banding harga sndri kt shop n apps,Negative
5.79E+17,20/3/2015 7:47,591016497,the Mods |hanafi,0,0,Johor,"@Slyphy6699: Selamat pagi Malaysia  selamat menikmati kenaikan tambang pengangkutan awam dan selamat datang GST""""",Negative
5.79E+17,20/3/2015 8:11,2326540741,Pie Is Smile,0,0,Selangor,@Alamurni @ahmadmaslan hrp kjaan akan tibgkat usaha memantau dan MENGUATKUASA sebrg usaha SABOTAJ dgn menaikkan harga barangan dgn alasn GST,Neutral
5.78E+17,20/3/2015 9:34,608009073,myaaaaaa,0,0,Selangor,Ais pon kene gst . Wadeeeehekk,Negative
9.11E+17,20/3/2015 9:34,570679429,Hajjah Lofazoukrozen,0,0,Johor,rakyat malaysia mana boleh tengok gst ni. 6 percent pun dah berdemo siang malam maki hamun. alhamdulillah aku bukan rakyat malaysia,Positive
5.79E+17,20/3/2015 9:59,2938664616,zak,0,0,Selangor,@NajibRazak uish  berharap sngt GST tu satu gurauan semate2 sempena april fool ,Negative
5.78E+17,20/3/2015 10:27,237081221,? AnakAdnan ?,1,1,Selangor,Perkhidmatan awam dan brg keperluan tak kena GST  tp tambang teksi and tambang bas naik 1 apr. Lol,Negative
9.10E+17,20/3/2015 10:27,181451159,Suriya,0,2,Johor,Mcd kat brunei ada nasi. Mcd kat malaysia ada apa ??  GST ,Negative
9.10E+17,20/3/2015 10:32,7.58E+17,Makcik Lampir,0,0,Johor,Condolences to rakyat Malaysia yg tak lama lagi nak saddaqallahul'azim sbb mati kebulur sbb hari2 kena bayaq GST,Negative
5.78E+17,20/3/2015 10:32,556805658,????? ????,0,0,Selangor,Gst gst gst! tmbang dari rm35 jadi rm42.80 ,Negative
9.12E+17,20/3/2015 10:57,41126583,Amir Ariff,1,0,Johor,"GST di india tinggi sebanyak 26%  Malaysia hanya 6% rakyat dah bising dengan kerajaan""""   makin hari PM kita pada aku makin entah lah.",Negative
5.78E+17,20/3/2015 10:57,167083112,KAKA,0,1,Selangor,Pengangkutan awan xkena gst tp tambang bas naik 2.1sen/km..wtf..tq najib..,Negative
5.78E+17,20/3/2015 11:42,445536525,Cahaya Amira,44,11,Selangor,Tiket ktm naik harga 20%. Cilaka apa kata pengangkutan awam tak kena gst ,Negative
9.12E+17,20/3/2015 11:42,411423290,Nik Mohd,0,1,Johor,India - barang keperluan kena GST 5%.. Bagus! Malaysia - barang keperluan TIDAK dikenakan GST.. Zalim! Akal dah hilang ye bang?,Positive
5.79E+17,20/3/2015 11:44,711699194,?m??��,0,0,Selangor,Byk barang makanan tak dicaj GST tp knp kt tmpt aku akan ada kenaikan selepas 1 April 2015 @ahmadmaslan ? #KitaLawanpic.twitter.com/vS3ZcawrBy,Negative
5.79E+17,20/3/2015 12:05,948677370,f?��khrii,1,0,Selangor,@aaaaanazraf tudiaaa aihh selalu beli rm3.99 ja. Hg meng-gst-kan smpai rm6. Elok skit,Negative
5.79E+17,20/3/2015 12:11,986322091,Matyonnis,0,0,Selangor,"@Matluthfi90: """"G ne?"""" """"Gst."""" """"Bongok orang tanye betul betul ni."""" """"Aku mahu pergi ke kedai ice tea  bongok"""""""" """"Ngan apa?"""" """"Jet pribadi""""",Negative
5.79E+17,20/3/2015 12:13,383289954,gitarea,0,0,Selangor,"@WanyWiny: Stress aku dgn gst nih """"",Negative
5.79E+17,20/3/2015 12:17,383289954,gitarea,0,0,Selangor,"@MegatAD: Salam Jumaat.  Selamat menikmati keindahan dua jumaat terakhir sebelum GST dikenakan """"",Negative
5.79E+17,20/3/2015 12:33,107359021,????,0,0,Selangor,@NajibRazak Dear Mr PM  boleh tak kalau adakan satu senarai rasmi benda yang dikenakan GST untuk rujukan kami . Takut ada pihak tokok tmbh,Neutral
5.79E+17,20/3/2015 12:52,711699194,?m??��,0,0,Selangor,"@FaktaBukanAuta: Tahukah anda tambang bas akan NAIK mulai 15Mei. GST baik untuk rakyooot! pic.twitter.com/zD7YLw4g31"""" Murah dr Amarika ",Negative
5.79E+17,20/3/2015 13:25,82979863,sonnia,0,0,Selangor,@gstmalaysiainfo adakah tiket kapalterbang bagi penerbangan domestik akan dikenakan gst?,Neutral
9.13E+17,20/3/2015 13:47,465532127,Ruzi Shuib,0,0,Johor,india ada kena gst untuk makanan asas..? seperti malaysia,Neutral
5.80E+17,20/3/2015 13:47,20112257,Syafeeq,0,0,Selangor,Sibuk hudud ni semua lupa GST jap,Neutral
5.80E+17,20/3/2015 13:58,535167206,amiiroslan,1,1,Selangor,Disebabkan Topup pun kena GST so bulan ni moh la beli topup sebanyak yg mungkin secara bjemaah ,Negative
9.13E+17,20/3/2015 13:58,1005574422,amiez,0,0,Johor,Loll ade lagi rakyat malaysia yang nak hapus gst?? X malu ke dgn india yg pada persepsi kita mereka x semaju kita  dorg lek je gst 28%,Positive
9.15E+17,20/3/2015 14:22,446113745,Andy Wirus,0,0,Johor,Dik  MRT tu pun ada kat area kl je. Yg bayar gst satu malaysia. Pergi belah2 utara kurang benar pembangunan nya. Tak sama dgn selatan.,Negative
5.80E+17,20/3/2015 14:22,352297731,Harriffe Jus?ffe,1,0,Selangor,GST ni harga kereta macam mana ye? Menaik ke menurun?,Neutral
5.80E+17,20/3/2015 14:22,1709935710,Azrul ?? ??,1,0,Selangor,Gst? Sumpah tak amik tahu ,Neutral
9.13E+17,20/3/2015 14:22,416171649,Miz_Noraini,0,0,Johor,dato  sejak malaysia ada gst  mmg mcm2 rakyat malaysia jual. sahut seruan kerajaan katanya. jimat dan tmbh pendapatan.,Positive
5.80E+17,20/3/2015 14:23,722509632,alelep,11,6,Selangor,Hidup ni semua nak eksperimen. Insurgent pun ada eksperimen. Kau tak rasa gst tu satu eksperimen ke?,Negative
9.15E+17,20/3/2015 14:23,465186317,phen,0,1,Johor,Mmg betol tu.... Pakatan Harapan lah yg mencuri duit 1MDB... juga memperkenalkan GST.... juga meluluskan lesen judi dan ekor di Malaysia,Negative
5.79E+17,20/3/2015 15:04,2399226512,iz,0,0,Selangor,"@AAiman97: """"Kalau tandas awam pun kena gst  memang aku kencing tepi pokok jelah.""""""""@GSTlogic",Negative
5.79E+17,20/3/2015 15:04,1313348107,QilaAli.,0,0,Selangor,@amirnorshazryl_ melampau gst nii,Negative
5.79E+17,20/3/2015 15:09,106362819,Cik Donut,0,0,Selangor,Minyok naik tiket mesti naik . Standard gtu ah . Dok capur gst agi .,Negative
9.08E+17,20/3/2015 15:12,733376701,Izam,0,7,Johor,jgn risau rakyat akan bantu jelaskan hutang dgn 6% gst. Lepas ni naik 9% gst sbb nak pastikan malaysia bebas dari hutang.... he he he,Negative
5.79E+17,20/3/2015 15:12,1512610213,fatin nur wardah,0,0,Selangor,abis pon traning gst!,Neutral
5.80E+17,20/3/2015 15:43,556034226,ECHA,0,0,Selangor,Tapi lepas gst nanti   mesti selalu dpt makan megi haihh ! Sakit sakit,Negative
9.17E+17,20/3/2015 15:43,309653275,nqxmjxd,0,1,Johor,"Gaji nk mahal  barang nak murah.. cukai xnak bayar.."""" -cukai yg mana? -cukai GST 6% 1 malaysia kena -ingat LHDN tak buat kerja?",Positive
9.18E+17,20/3/2015 15:48,8.94E+17,Johnson Andai,0,0,Johor,Perkhidmatan kesihatan yang berkualiti  buat rakyat Malaysia hapuskanlah GST.,Negative
5.80E+17,20/3/2015 15:48,753742602,Shahrul Izwan,0,0,Selangor,"Rakyat kena faham maksud """"tidak dikenakan GST"""" dgn """"Harga Naik"""" tu lain..hahahaha..",Neutral
5.79E+17,20/3/2015 15:56,225872143,Erina Razak,0,2,Selangor,Matilanak gst ni. Cekik darah nak mampus. Klu gaji naik setara gst cantikkk. Tp klu paras tu jer. Mmg tak ahh :( kita bkn org kaya !!,Negative
9.18E+17,20/3/2015 15:56,8.45E+17,Nur Zarina Karim,0,0,Johor,cuba fikir balik  industri minyak dah jatuh merudum  macam mana malaysia nak jana ekonomi negara selain dari GST? ada cara lain?,Positive
5.79E+17,20/3/2015 15:59,238433218,??????????,1,0,Selangor,"Public transport ada gst. """"@twt_malaysia: Sebelum tu  berikut antara list barangan yang terkesan dengan GST. pic.twitter.com/RqWoprUPaR""""",Neutral
5.79E+17,20/3/2015 16:01,445302178,ELL = ?,0,0,Selangor,hamek kaw. semua naik harga + GST. good job govern.,Negative
5.79E+17,20/3/2015 16:01,20112257,Syafeeq,10,3,Selangor,Betul ke ni @gstmalaysiainfo ?@PutraREFORMASI: GST..#KitaLawan #KitaLawan Kesian Rakyat yg terbeban dgn Cukai GST pic.twitter.com/LAbegDKIFJ?,Neutral
9.18E+17,20/3/2015 16:01,8.45E+17,Nur Zarina Karim,0,0,Johor,kalau GST dihapuskan. mcm mana nak jana ekonomi negara? ni baru 6 %  tax negara afrika yg mundur lagi tinggi dari malaysia.,Positive
5.79E+17,20/3/2015 16:08,1277832054,Izz,0,2,Selangor,Laju metrobus buat keje. Gst belum lagi tapi dah naik tambang bas. pic.twitter.com/UGEOHhnmvY,Negative
5.79E+17,20/3/2015 16:29,886160594,??? ??? ???????,2,0,Selangor,"@TunDrMahathir: Jika masalah 1MDB gagal diselesaikan dan GST dipaksa terima  saya khuatir BN akan kalah pada PRU akan datang.""""",Negative
5.79E+17,20/3/2015 16:58,396489103,???  aienzaty   ???,12,1,Selangor,kalau orang yg tak berapa nk mampu tu beli barang or apa tak kesian ke? aku fuck betul gst ,Negative
9.20E+17,20/3/2015 16:58,17127844,SirJ4O??�,0,0,Johor,Bhai maslan..toksah ubah topik...ph terang2an ditolak rakyat Malaysia. Korang kena spin lg isu..isu 1mdb  gst dah x beri kesan... bodoh hg,Positive
5.79E+17,20/3/2015 17:17,225872143,Erina Razak,1,1,Selangor,Harini aku tgk berita bru aku tahu seksa dia mcm mana bila ada gst ni.,Negative
9.20E+17,20/3/2015 17:17,719871150,Aju,0,1,Johor,7 juta rakyat malaysia yg tak mampu urus hidup terpaksa bgantung pd brim gara2 gst dan kos sara hidup yg kerajaan kenakan.,Negative
9.20E+17,20/3/2015 17:48,4849747268,Muhd Nadzmi Jamaludin,0,0,Johor,boleh jadi cik kak oi. nk export dr Malaysia da kne brp da. gst lg,Negative
5.79E+17,20/3/2015 17:48,386294517,swae akerO vert ??,0,0,Selangor,Agak2 Kalau nak beli barang dota kat steam kene gst tak  haaaa tu kene tau tu,Neutral
5.79E+17,20/3/2015 17:53,2334442694,ereen,1,1,Selangor,Nak balik kerja kt kg lah mcm ni .duduk bndarni lah dilema nye .gst lagi .aihh runsing .naik kn lah gaji jgk kn bagus,Negative
9.21E+17,20/3/2015 17:53,8.27E+17,Tongku Mahkota Twiterjaya,0,1,Johor,nanti datang la lagi kat malaysia ni.. GST baru 6 persen,Negative
9.21E+17,20/3/2015 18:10,170962591,Hakim larh!,0,0,Johor,Hahahaha  ni satu lagi bangang. Barang meningkat sebab harga minyak naik ditambah dengan GST. Bukan sebab Cina DAP kawal  untuk pengetahuan ko MCA pegang ekonomi malaysia bkn DAP,Negative
9.21E+17,20/3/2015 18:10,605399411,nffarahniniruslanz,0,0,Johor,Tngok lah MAS buang pekerja dia ramai mana  teruk dh malaysia dgn peluang pekerjaan takdak  graduan ramai menggangur dgn GST   barang naik mendadak  sara hidup tinggi dahtu nati aku grad nakkerja apa klau mcm nie keadaan MALAYSIA skrg ? Haa HIDUP UMNO ! undi lagiiii !,Negative
5.81E+17,20/3/2015 18:10,1278223489,Noor Asmadi Saad,0,0,Selangor,1000% setuju dgn Tan Sri Rafidah Aziz  sepatutnya barangan yg x dikenakan GST diperincikan jenis produk supaya umum tahu & faham betul2..,Negative
5.81E+17,20/3/2015 18:10,970277724,Med,0,3,Selangor,Laptop kene gst kan.,Neutral
5.81E+17,20/3/2015 19:05,1966598922,A F M Z N O H,0,0,Selangor,Pegang wallet  nak bukak wallet  nak kangkangkan wallet or even terniat nak intip dalam wallet pun kene GST. Hati hati. Jangan tertipu.,Negative
9.23E+17,20/3/2015 19:05,8.99E+17,FirdausRaziki90,0,3,Johor,Mansuhkan GST...,Negative
5.81E+17,20/3/2015 19:13,1966598922,A F M Z N O H,0,0,Selangor,Mengurat pun ada GST.,Negative
9.22E+17,20/3/2015 19:34,1100521788,fiefa ifa,0,0,Johor,Rakyat malaysia bayar cukai  bayar gst  byar itu ini  harga barang makin hari makin naik  sedangkan org ats yg sepatutnya jadi contoh trbaik,Negative
5.81E+17,20/3/2015 19:34,1966598922,A F M Z N O H,0,1,Selangor,Niat pun GST!,Negative
9.25E+17,20/3/2015 19:48,463629999,Juu,0,0,Johor,Kalau pekerja awam  dia kena minta halal dengan semua rakyat Malaysia yang bayar cukai. Ya  GST tu cukai. Maknanya  Semua!,Negative
5.81E+17,20/3/2015 19:48,173004900,Kureeq,0,1,Selangor,Alangkah bagus kalau gaji pun kena gst,Negative
9.25E+17,20/3/2015 19:58,170962591,Hakim larh!,0,0,Johor,Pembangkang tak kata malaysia bankrap  pembangkang hanya kata rakyat derita sebab kos harga minyak naik  GST  bagi bantuan one off sekali setahun dapat bantu?,Negative
5.81E+17,20/3/2015 19:58,1631790026,Nabil Muhajir,0,0,Selangor,Lambatnya nak tunggu isnin . Nak rasa GST,Positive
5.79E+17,20/3/2015 20:56,1925653664,?Zaqwan|iYNWA|?,0,0,Selangor,@pangeran_lautan @XabdulrockyX orang x faham gst boleh pulak terima ,Neutral
5.81E+17,20/3/2015 21:57,903154729,Ikmal 'Arief,4,1,Selangor,Percaya tak lps GST nanti smua duit syiling kt tepi jalan hilang ? Penting kot . Top up pakai sen kot skrg . Heh.,Negative
9.25E+17,20/3/2015 21:57,7.98E+17,HaiRiE ParanoiD,0,0,Johor,Rakyat malaysia yg tertindas dengan GST (kos Sara hidup) siapa nak Bantu?,Negative
5.79E+17,20/3/2015 23:02,59085872,Ali Sabri,0,1,Selangor,"GST dah dekat  keje x de lgi. Cmne ak nak """"menyumbang"""" pada pembangunan negara ni. Haha. #patriotiksgt",Negative
9.25E+17,20/3/2015 23:50,138032012,BULETIN RMS,2,14,Johor,sama lah dgn Dato.. dah kes tipu  GST turunkan harga barang  habis 1 malaysia kena tipu,Negative
5.81E+17,20/3/2015 23:50,60077822,nombre69,0,0,Selangor,Pegi kdai sume penjual kate bln 4 hrga naek bln 4. Dah tu ape bndanya bgus GST?,Negative
5.81E+17,21/3/2015 0:04,1951745012,M.izzuD,0,0,Selangor,Kehadiran GST dlm hidup aq  adlh satu mimpi ngeri yg akan aku alami nya ..,Negative
9.25E+17,21/3/2015 0:04,438146488,Danial Jamaludin,0,0,Johor,Tapi bersyukurlah Malaysia masih aman. Taknak jadi pengkhianat negara. Berazam untuk menyumbang kepada negara/gst.,Positive
5.79E+17,21/3/2015 0:13,2431457510,hnci,0,0,Selangor,@KhalilMahsron taktau wehhh  tggu la benda gst ni keluar  baru tau perit ke senang ,Neutral
5.80E+17,21/3/2015 0:17,361775371,??,2,1,Selangor,Semuanya GST   taxi pun gst jugak ke? Mohon gaji naik 6% juga .,Negative
9.28E+17,21/3/2015 0:17,8.52E+17,nurr,0,2,Johor,Tak pelik  penang pun sebahagian malaysia. Jgn lupa  gst dan cukai lain turut di kutip dari negeri pembangkag.,Neutral
5.79E+17,21/3/2015 0:27,377234052,KAKDA ??,0,0,Selangor,@DeyExtro nampaknya nasi minyak masa gst ada lah bro. Takleh buat apa dah haha,Negative
5.79E+17,21/3/2015 0:43,1634392238,Izzatul Nazmeen,23,4,Selangor,Celaka mende KTM ada GST ni..dulu naik KTM dari Batang Kali ke KL Central baru 4.90 lepas GST naik sampai 7.90 kepala bana dia la,Negative
5.80E+17,21/3/2015 0:45,1541821416,??,0,1,Selangor,kalau line maxis mcmni bila ada GST natang apa tu memang aku tukar nombor,Negative
9.29E+17,21/3/2015 0:45,8.98E+17,Iskandar Ali,0,0,Johor,yes ... GST lah menyelamatkan Malaysia dan Ekonomi nya untuk terus beropeasi meskipun harga minyak dunia jatuh merundum. GST adalah penyelamat,Positive
9.27E+17,21/3/2015 0:50,2918357005,aimn.,0,0,Johor,masuk malaysia dngan currency Tax Gst wtf,Negative
5.80E+17,21/3/2015 0:50,77238412,ECAH,0,0,Selangor,Semua benda nak di gst kan. ,Negative
9.30E+17,21/3/2015 0:54,483990441,WooRi??�,0,1,Johor,Bro  yang datang melancong di negara kita. Mana dorang akan pergi? KLCC dulu  bro. Ambil gambar sebagai kenangan. Salah satu sebab kenapa mereka melancong di Malaysia. Apa Najib buat selain GST?,Negative
5.79E+17,21/3/2015 0:54,614397756,ASBA,0,3,Selangor,Tp saya dah boikot awal2 dah mcD so penurunan harga mcD selepas GST mcm x sokong kempen boikot saya jeeeeeee....,Neutral
9.30E+17,21/3/2015 0:57,147869950,Ibn_Hurairah,4,1,Johor,Sepatutnya GST dikenakan pd rakyat Malaysia hanya 2-3% sahaja dan pd org luar dikenakan 6-8% mcm negara lain lakukan!! Baru nmpk perbedaan.,Negative
5.79E+17,21/3/2015 0:57,391867313,caa.,0,0,Selangor,makanan dekat kantin sekolah kena gst ke?,Neutral
5.79E+17,21/3/2015 1:01,2889389551,Halimatu Saadiah,0,0,Selangor,"How much do u hate me?"""" """"As much as I hate GST."""" """"Got it. Am leaving then.""""",Negative
9.30E+17,21/3/2015 1:01,567982185,Zzie Nuraziera,0,0,Johor,Apa daaa.... Gara2 up minyak gst kecoh.. Ilex lahh brada.. Rakyat malaysia kan kayaRaya. Up lagi lah suka sesangat ;),Positive
5.79E+17,21/3/2015 1:06,360535054,Ocelot,0,0,Selangor,"@thedayrihana: cetan betul la tengah syok dia iklan pulak""""iklan gst takde? Kakakaka",Negative
